DATAS= 1, LAG= 6, AHEAD= 288, RNN= LSTM, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -18.04546, R2pers = 1.00000
DATAS= 1, LAG= 6, AHEAD= 288, RNN= LSTM, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -27.37655, R2pers = 1.00000
DATAS= 1, LAG= 6, AHEAD= 1, RNN= LSTM, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -59679371361399122510947461103616.00000, R2pers = 0.69675
DATAS= 1, LAG= 6, AHEAD= 1, RNN= LSTM, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -92315557242236804491962602225664.00000, R2pers = 0.69675
NAME = EXPERIMENT_3, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -133131302491419125453457002070016.00000, R2pers = 0.69675
NAME = EXPERIMENT_3, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, R2Test = -133131302491419125453457002070016.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_2, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -115974522156293624974838981459968.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_3, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -133227519745920964314660956274688.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_4, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -111757699659389700348380322988032.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_5, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -127009489963203291173714535645184.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_6, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -144625556213241410512205817839616.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_7, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -143267357663284250469287820525568.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_8, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -119612587441789739575578820870144.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_9, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -93160018467003315497235237568512.00000, R2pers = 0.69675
NAME = EXPERIMENT_3_10, DATAS= 1, LAG= 6, AHEAD= 1, RNN= SimpleRNN, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -179182175288930570035441294114816.00000, R2pers = 0.69675
NAME = EXPERIMENT_4_1, DATAS= 1, LAG= 6, AHEAD= 1, RNN= LSTM, NLAY= 1, NNEUR= 32, DROP= 0.00, ACT= tanh, RACT= hard_sigmoid, OPT= adam, MSE= 0.06523, R2Test = -67972639540477391343860836204544.00000, R2pers = 0.69675
